name,white,black,api,native,multiple,hispanic
BETSY,0.9145,0.0159,0.0278,0.002,0.0,0.0398
BETTE,0.9691,0.0124,0.0062,0.0,0.0,0.0124
BETTIE,0.6477,0.3182,0.0114,0.0114,0.0,0.0114
BETTINA,0.8,0.0889,0.0333,0.0111,0.0,0.0667
BETTY,0.823,0.1047,0.0396,0.0014,0.0017,0.0296
BETTYE,0.5769,0.4103,0.0,0.0128,0.0,0.0
BEULAH,0.6571,0.3143,0.0286,0.0,0.0,0.0
BEVERLEY,0.875,0.0962,0.0096,0.0,0.0096,0.0096
BEVERLY,0.8786,0.0914,0.0113,0.0013,0.002,0.0154
BHARAT,0.2152,0.0,0.7722,0.0127,0.0,0.0
BHAVNA,0.2162,0.0,0.7568,0.0,0.0,0.027
BHUPINDER,0.2258,0.0645,0.6452,0.0645,0.0,0.0
BIANCA,0.5841,0.062,0.0088,0.0,0.0,0.3451
BIBI,0.3333,0.037,0.537,0.0185,0.0185,0.0556
BIJAN,0.8649,0.0,0.1351,0.0,0.0,0.0
BILL,0.839,0.0271,0.1034,0.0017,0.0017,0.0271
BILLIE,0.8991,0.0592,0.011,0.0022,0.0066,0.0219
BILLY,0.843,0.0785,0.04,0.0039,0.0047,0.0298
BIN,0.0316,0.0,0.9684,0.0,0.0,0.0
BINA,0.25,0.0,0.625,0.0938,0.0,0.0312
BING,0.0619,0.0,0.9175,0.0,0.0,0.0206
BINH,0.0422,0.0,0.9437,0.0,0.0,0.0141
BIPIN,0.3438,0.0312,0.5625,0.0625,0.0,0.0
BIRGIT,0.9762,0.0,0.0238,0.0,0.0,0.0
BIRGITTA,1.0,0.0,0.0,0.0,0.0,0.0
BJORN,1.0,0.0,0.0,0.0,0.0,0.0
BLAINE,0.9754,0.0148,0.0049,0.0049,0.0,0.0
BLAIR,0.9705,0.0221,0.0037,0.0,0.0,0.0037
BLAISE,0.8824,0.0882,0.0294,0.0,0.0,0.0
BLAKE,0.97,0.0106,0.0124,0.0,0.0,0.007
BLANCA,0.0798,0.002,0.0061,0.0,0.0,0.9121
BLANCHE,0.8022,0.1319,0.022,0.022,0.011,0.011
BLAS,0.0625,0.0,0.0,0.0,0.0,0.9375
BLYTHE,0.946,0.0,0.027,0.0,0.0,0.027
BO,0.2463,0.0,0.7388,0.0075,0.0075,0.0
BOB,0.8555,0.0273,0.1016,0.0039,0.0,0.0117
BOBBI,0.9721,0.0,0.0056,0.0,0.0056,0.0168
BOBBIE,0.8083,0.1572,0.0049,0.0074,0.0049,0.0172
BOBBY,0.7812,0.1373,0.0425,0.0035,0.0062,0.0292
BOGDAN,0.9873,0.0,0.0127,0.0,0.0,0.0
BOGUSLAW,1.0,0.0,0.0,0.0,0.0,0.0
BOHDAN,1.0,0.0,0.0,0.0,0.0,0.0
BONG,0.0571,0.0,0.9429,0.0,0.0,0.0
BONIFACIO,0.0377,0.0,0.2453,0.0,0.0189,0.6981
BONITA,0.8608,0.1165,0.0097,0.0,0.0,0.0129
BONNI,1.0,0.0,0.0,0.0,0.0,0.0
BONNIE,0.9668,0.0105,0.0133,0.0007,0.0007,0.008
BONNY,0.9524,0.0159,0.0318,0.0,0.0,0.0
BORIS,0.9143,0.0286,0.0107,0.0,0.0,0.0464
BOYD,0.9632,0.0158,0.0105,0.0,0.0053,0.0053
BOZENA,1.0,0.0,0.0,0.0,0.0,0.0
BRAD,0.9791,0.0098,0.0035,0.0042,0.0,0.0035
BRADD,1.0,0.0,0.0,0.0,0.0,0.0
BRADEN,0.9848,0.0,0.0,0.0151,0.0,0.0
BRADFORD,0.9614,0.0175,0.0158,0.0,0.0,0.0053
BRADLEY,0.9887,0.0019,0.0052,0.0014,0.0006,0.0022
BRADLY,0.9859,0.0,0.0,0.0,0.0,0.0141
BRADY,0.9307,0.0396,0.0148,0.0,0.0,0.0148
BRANDEN,0.96,0.0,0.0,0.0,0.02,0.02
BRANDI,0.9088,0.0577,0.0037,0.0,0.0037,0.0261
BRANDIE,0.9467,0.04,0.0133,0.0,0.0,0.0
BRANDON,0.9198,0.0377,0.0213,0.003,0.0015,0.0168
BRANDT,0.9821,0.0179,0.0,0.0,0.0,0.0
BRANDY,0.9072,0.0348,0.0097,0.0039,0.0097,0.0348
BRANKO,1.0,0.0,0.0,0.0,0.0,0.0
BRANNON,1.0,0.0,0.0,0.0,0.0,0.0
BRANT,0.9792,0.0208,0.0,0.0,0.0,0.0
BREANNA,0.9388,0.0408,0.0,0.0,0.0,0.0204
BREANNE,0.9038,0.0192,0.0192,0.0385,0.0,0.0192
BREE,0.9524,0.0476,0.0,0.0,0.0,0.0
BRENDA,0.8446,0.0913,0.0111,0.002,0.0022,0.0489
BRENDAN,0.979,0.0019,0.0095,0.0019,0.0,0.0076
BRENDON,0.9219,0.0469,0.0,0.0,0.0156,0.0156
BRENNA,0.9876,0.0,0.0,0.0,0.0,0.0124
BRENNAN,0.9508,0.0164,0.0164,0.0,0.0,0.0164
BRENT,0.9725,0.01,0.0071,0.0019,0.0005,0.0081
BRENTON,0.9508,0.0492,0.0,0.0,0.0,0.0
BRET,0.9832,0.012,0.0,0.0024,0.0,0.0024
BRETT,0.9836,0.0087,0.0026,0.001,0.0005,0.0036
BRIAN,0.9618,0.0134,0.0159,0.001,0.0008,0.0072
BRIANA,0.9118,0.0098,0.0098,0.0,0.0,0.0686
BRIANNA,0.9519,0.0096,0.0096,0.0,0.0,0.0288
BRIANNE,0.9892,0.0,0.0,0.0,0.0,0.0107
BRICE,0.9762,0.0,0.0238,0.0,0.0,0.0
BRIDGET,0.9294,0.0501,0.0064,0.0,0.0,0.0141
BRIDGETT,0.8281,0.1562,0.0,0.0,0.0,0.0156
BRIDGETTE,0.7231,0.2385,0.0077,0.0077,0.0,0.0231
BRIDGIT,1.0,0.0,0.0,0.0,0.0,0.0
BRIEN,0.925,0.025,0.025,0.0,0.0,0.025
BRIENNE,1.0,0.0,0.0,0.0,0.0,0.0
BRIGETTE,0.8649,0.0811,0.0,0.0,0.0,0.054
BRIGID,0.974,0.0,0.0,0.0,0.013,0.013
BRIGIDA,0.25,0.0312,0.2812,0.0,0.0312,0.4062
BRIGITTE,0.9034,0.0398,0.0398,0.0,0.0,0.017
BRIJESH,0.0,0.0,1.0,0.0,0.0,0.0
BRION,0.9118,0.0294,0.0294,0.0,0.0,0.0294
BRITA,1.0,0.0,0.0,0.0,0.0,0.0
BRITNEY,0.9245,0.0566,0.0,0.0,0.0,0.0189
BRITT,0.9697,0.0202,0.0,0.0,0.0,0.0101
BRITTA,1.0,0.0,0.0,0.0,0.0,0.0
BRITTANY,0.9508,0.0334,0.0088,0.0,0.0,0.007
BRITTNEY,0.9306,0.0347,0.0069,0.0139,0.0,0.0139
BRITTON,0.9825,0.0175,0.0,0.0,0.0,0.0
BROCK,0.9756,0.0122,0.0,0.0,0.0061,0.0061
BRODIE,1.0,0.0,0.0,0.0,0.0,0.0
BRODY,1.0,0.0,0.0,0.0,0.0,0.0
BRONWYN,1.0,0.0,0.0,0.0,0.0,0.0
BROOK,0.9746,0.0254,0.0,0.0,0.0,0.0
BROOKE,0.9731,0.0134,0.004,0.0013,0.0013,0.0067
BROOKS,0.9934,0.0,0.0066,0.0,0.0,0.0
BRUCE,0.9557,0.0211,0.0138,0.0021,0.0011,0.0062
BRUNO,0.804,0.0068,0.0,0.0,0.0,0.1892
BRYAN,0.9362,0.0212,0.0282,0.0003,0.0005,0.0136
BRYANT,0.7326,0.1551,0.0695,0.0,0.0,0.0428
BRYCE,0.9576,0.0085,0.0254,0.0,0.0,0.0085
BRYN,0.9167,0.0,0.0278,0.0,0.0,0.0556
BRYNN,1.0,0.0,0.0,0.0,0.0,0.0
BRYON,0.9312,0.0562,0.0062,0.0,0.0062,0.0
BRYSON,0.9412,0.0,0.0588,0.0,0.0,0.0
BUCK,1.0,0.0,0.0,0.0,0.0,0.0
BUD,0.9375,0.0,0.0312,0.0,0.0,0.0312
BUDDY,0.8923,0.0154,0.0615,0.0154,0.0,0.0154
BUFFY,1.0,0.0,0.0,0.0,0.0,0.0
BUFORD,0.871,0.129,0.0,0.0,0.0,0.0
BURKE,0.9355,0.0,0.0323,0.0323,0.0,0.0
BURT,0.8857,0.0857,0.0143,0.0,0.0,0.0143
BURTON,0.9067,0.04,0.0267,0.0067,0.0,0.02
BYRON,0.7742,0.1138,0.0408,0.0017,0.0,0.0696
BYUNG,0.0449,0.0,0.9438,0.0,0.0,0.0112
CADE,1.0,0.0,0.0,0.0,0.0,0.0
CAESAR,0.4688,0.0312,0.0938,0.0,0.0,0.4062
CAITLIN,0.975,0.005,0.02,0.0,0.0,0.0
CALE,1.0,0.0,0.0,0.0,0.0,0.0
CALEB,0.9617,0.0043,0.0085,0.0043,0.0,0.0213
CALLIE,0.8471,0.1294,0.0235,0.0,0.0,0.0
CALVIN,0.5861,0.2577,0.1469,0.0013,0.0013,0.0067
CAM,0.2553,0.0,0.7447,0.0,0.0,0.0
CAMELIA,0.697,0.1212,0.0606,0.0,0.0,0.1212
CAMERON,0.9494,0.0253,0.0163,0.0036,0.0,0.0054
CAMI,1.0,0.0,0.0,0.0,0.0,0.0
CAMIE,1.0,0.0,0.0,0.0,0.0,0.0
CAMILLA,0.925,0.075,0.0,0.0,0.0,0.0
CAMILLE,0.8753,0.0675,0.0234,0.0,0.0026,0.0312
CAMILO,0.2162,0.0,0.1892,0.0,0.0,0.5946
CAN,0.2121,0.0,0.7879,0.0,0.0,0.0
CANDACE,0.9077,0.0711,0.0112,0.0025,0.0,0.0075
CANDELARIO,0.0952,0.0,0.0,0.0,0.0,0.9048
CANDI,0.946,0.0,0.0,0.027,0.0,0.027
CANDICE,0.8678,0.0614,0.0372,0.0019,0.0056,0.0261
CANDIDA,0.2895,0.0526,0.0526,0.0,0.0,0.6053
CANDIDO,0.1176,0.0,0.1765,0.0,0.0,0.7059
CANDIS,0.8696,0.087,0.0217,0.0,0.0,0.0217
CANDY,0.8647,0.029,0.0483,0.0048,0.0,0.0531
CANDYCE,0.9032,0.0323,0.0,0.0,0.0,0.0645
CARA,0.9556,0.0233,0.0085,0.0,0.0063,0.0063
CAREN,0.9562,0.0365,0.0073,0.0,0.0,0.0
CAREY,0.9635,0.0168,0.0168,0.0,0.0,0.0028
CARI,0.9744,0.0,0.0051,0.0,0.0,0.0205
CARIDAD,0.2333,0.0,0.2,0.0,0.0,0.5667
CARIE,0.9839,0.0,0.0161,0.0,0.0,0.0
CARIN,0.9438,0.0337,0.0112,0.0,0.0,0.0112
CARINA,0.5938,0.0156,0.0625,0.0,0.0,0.3281
CARISSA,0.8843,0.0331,0.0578,0.0,0.0,0.0248
CARL,0.9033,0.0694,0.0141,0.0012,0.0023,0.0098
CARLA,0.8637,0.0791,0.0043,0.0006,0.0024,0.0499
CARLEE,1.0,0.0,0.0,0.0,0.0,0.0
CARLEEN,0.9333,0.04,0.0267,0.0,0.0,0.0
CARLENE,0.8686,0.0803,0.0073,0.0365,0.0,0.0073
CARLETON,0.9091,0.0606,0.0,0.0303,0.0,0.0
CARLEY,1.0,0.0,0.0,0.0,0.0,0.0
CARLIE,1.0,0.0,0.0,0.0,0.0,0.0
CARLIN,0.871,0.0645,0.0645,0.0,0.0,0.0
CARLO,0.7692,0.0256,0.1026,0.0,0.0,0.1026
CARLOS,0.1335,0.0173,0.0204,0.0007,0.001,0.827
CARLOTTA,0.625,0.3036,0.0179,0.0179,0.0179,0.0179
CARLTON,0.6904,0.2883,0.0107,0.0,0.0,0.0107
CARLY,0.981,0.0,0.0063,0.0,0.0,0.0127
CARLYN,1.0,0.0,0.0,0.0,0.0,0.0
CARMA,1.0,0.0,0.0,0.0,0.0,0.0
CARMEL,0.8,0.12,0.0667,0.0,0.0,0.0133
CARMELA,0.7765,0.0118,0.0471,0.0,0.0059,0.1588
CARMELITA,0.2763,0.0921,0.4868,0.0,0.0132,0.1316
CARMELLA,0.8701,0.052,0.013,0.0,0.0,0.0649
CARMELO,0.5055,0.022,0.1209,0.011,0.0,0.3407
CARMEN,0.411,0.0502,0.0269,0.0006,0.0012,0.5102
CARMINE,0.983,0.0,0.0,0.0,0.0,0.017
CAROL,0.9448,0.0256,0.0126,0.0012,0.0013,0.0145
CAROLA,0.7742,0.0323,0.0645,0.0,0.0,0.129
CAROLANN,0.9091,0.0454,0.0,0.0,0.0,0.0454
CAROLE,0.9516,0.0258,0.014,0.0,0.0031,0.0055
CAROLEE,0.9811,0.0,0.0,0.0,0.0,0.0189
CAROLINA,0.2397,0.0124,0.0992,0.0,0.0,0.6488
CAROLINE,0.8948,0.0287,0.043,0.0016,0.0024,0.0295
CAROLYN,0.8943,0.0793,0.0107,0.0004,0.0017,0.0136
CAROLYNN,0.9259,0.037,0.0,0.0,0.0,0.037
CARON,0.9546,0.0151,0.0,0.0,0.0,0.0303
CARRI,0.9833,0.0,0.0,0.0,0.0167,0.0
CARRIE,0.9522,0.0226,0.0122,0.0013,0.0013,0.0105
CARROL,0.8378,0.1622,0.0,0.0,0.0,0.0
CARROLL,0.9372,0.0419,0.0105,0.0052,0.0,0.0052
CARSON,0.9268,0.0244,0.0366,0.0,0.0,0.0122
CARTER,0.9357,0.0571,0.0071,0.0,0.0,0.0
CARY,0.9078,0.0213,0.0496,0.0,0.0071,0.0142
CARYL,0.9091,0.039,0.026,0.013,0.0,0.013
CARYN,0.9672,0.0073,0.011,0.0,0.0036,0.011
CASANDRA,0.6818,0.2273,0.0,0.0,0.0,0.0909
CASEY,0.9532,0.0156,0.0234,0.0009,0.0009,0.0061
CASIMIR,0.9355,0.0323,0.0,0.0,0.0,0.0323
CASSANDRA,0.7572,0.2,0.0153,0.0,0.0,0.0275
CASSIDY,0.92,0.02,0.04,0.0,0.0,0.02
CASSIE,0.9598,0.0172,0.0115,0.0058,0.0,0.0058
CATALINA,0.1929,0.0,0.1429,0.0071,0.0071,0.65
CATERINA,0.95,0.0,0.0,0.0,0.0,0.05
CATHARINE,0.957,0.0107,0.0107,0.0,0.0,0.0215
CATHERINE,0.9332,0.0234,0.0256,0.0015,0.0007,0.0156
CATHI,1.0,0.0,0.0,0.0,0.0,0.0
CATHIE,0.957,0.0323,0.0107,0.0,0.0,0.0
CATHLEEN,0.9785,0.0,0.0039,0.0,0.002,0.0156
CATHRYN,0.9718,0.0113,0.0,0.0,0.0113,0.0056
CATHY,0.9176,0.0307,0.0291,0.0005,0.0016,0.0205
CATRINA,0.7308,0.1923,0.0385,0.0,0.0,0.0385
CECELIA,0.8214,0.1027,0.0223,0.0,0.0,0.0536
CECIL,0.7914,0.1748,0.0153,0.0,0.0031,0.0153
CECILE,0.8041,0.0722,0.1134,0.0,0.0,0.0103
CECILIA,0.4801,0.0227,0.1207,0.0014,0.0014,0.3736
CECILIO,0.1714,0.0,0.0571,0.0,0.0,0.7714
CECILY,0.8974,0.0256,0.0769,0.0,0.0,0.0
CEDRIC,0.2727,0.6212,0.0909,0.0,0.0151,0.0
CELESTE,0.8346,0.0594,0.0439,0.0026,0.0,0.0594
CELESTINO,0.1667,0.0333,0.2,0.0,0.0,0.6
CELIA,0.5128,0.0283,0.0482,0.0,0.0028,0.4079
CELINA,0.36,0.0267,0.04,0.0,0.0,0.5733
CELINE,0.8163,0.0408,0.0816,0.0,0.0,0.0612
CELSO,0.0984,0.0,0.1148,0.0,0.0,0.7869
CESAR,0.0705,0.0015,0.0896,0.0,0.0,0.8385
CEZARY,1.0,0.0,0.0,0.0,0.0,0.0
CHAD,0.9772,0.0079,0.0082,0.0019,0.0003,0.0044
CHADWICK,0.9833,0.0,0.0083,0.0,0.0,0.0083
CHAN,0.1045,0.0,0.8955,0.0,0.0,0.0
CHANCE,0.9041,0.0411,0.0,0.0137,0.0,0.0411
CHANDA,0.6379,0.2241,0.1379,0.0,0.0,0.0
CHANDLER,0.8889,0.0667,0.0222,0.0,0.0,0.0222
CHANDRA,0.5722,0.1237,0.2887,0.0052,0.0,0.0103
CHANG,0.0189,0.0,0.9686,0.0,0.0063,0.0063
CHANH,0.0,0.0,1.0,0.0,0.0,0.0
CHANNING,1.0,0.0,0.0,0.0,0.0,0.0
CHANTAL,0.6944,0.1806,0.0972,0.0,0.0,0.0278
CHANTEL,0.8085,0.1277,0.0,0.0,0.0,0.0638
CHANTELLE,0.7826,0.1304,0.0652,0.0,0.0,0.0217
CHAO,0.0267,0.0,0.9733,0.0,0.0,0.0
CHARISSA,0.8611,0.0278,0.0556,0.0,0.0,0.0556
CHARISSE,0.7,0.18,0.04,0.0,0.0,0.08
CHARITY,0.8834,0.0736,0.0184,0.0061,0.0,0.0184
CHARLA,0.8904,0.0548,0.0274,0.0274,0.0,0.0
CHARLEEN,0.8986,0.029,0.058,0.0145,0.0,0.0
CHARLENE,0.8621,0.0957,0.0206,0.0019,0.0038,0.016
CHARLES,0.9138,0.0555,0.0149,0.0016,0.0019,0.0123
CHARLEY,0.6818,0.1591,0.1136,0.0,0.0,0.0454
CHARLIE,0.5437,0.2322,0.1503,0.0027,0.0,0.071
CHARLOTTE,0.895,0.069,0.0136,0.004,0.0048,0.0136
CHARMAINE,0.589,0.274,0.089,0.0137,0.0068,0.0274
CHASE,0.9241,0.0138,0.0207,0.0138,0.0069,0.0207
CHASITY,0.8108,0.1622,0.0,0.027,0.0,0.0
CHASTITY,0.8611,0.0833,0.0,0.0,0.0,0.0556
CHAU,0.0202,0.0,0.9798,0.0,0.0,0.0
CHAUNCEY,0.5152,0.4546,0.0303,0.0,0.0,0.0
CHEE,0.0,0.0333,0.9333,0.0,0.0,0.0333
CHELSEA,0.95,0.0115,0.0231,0.0,0.0,0.0154
CHELSEY,1.0,0.0,0.0,0.0,0.0,0.0
CHEN,0.0755,0.0,0.9245,0.0,0.0,0.0
CHENG,0.0202,0.0,0.9697,0.0,0.0,0.0101
CHERI,0.957,0.0271,0.0068,0.0,0.0,0.0091
CHERIE,0.9302,0.0224,0.02,0.0,0.0,0.0274
CHERISE,0.6129,0.3548,0.0323,0.0,0.0,0.0
CHERRI,0.95,0.025,0.025,0.0,0.0,0.0
CHERRIE,0.7353,0.1471,0.0882,0.0,0.0,0.0294
CHERRY,0.6353,0.1176,0.2,0.0235,0.0118,0.0118
CHERRYL,0.871,0.129,0.0,0.0,0.0,0.0
CHERYL,0.9276,0.0522,0.011,0.0008,0.0017,0.0066
CHERYLE,0.9206,0.0476,0.0159,0.0,0.0,0.0159
CHERYLL,0.9118,0.0294,0.0294,0.0,0.0,0.0294
CHESTER,0.8571,0.0887,0.0419,0.0049,0.0,0.0074
CHET,0.8571,0.0571,0.0429,0.0143,0.0,0.0286
CHETAN,0.175,0.0,0.825,0.0,0.0,0.0
CHEUK,0.0,0.0,1.0,0.0,0.0,0.0
CHEYENNE,0.8125,0.0938,0.0,0.0938,0.0,0.0
CHI,0.0268,0.0,0.9732,0.0,0.0,0.0
CHIA,0.0256,0.0,0.9744,0.0,0.0,0.0
CHIEN,0.0,0.0,1.0,0.0,0.0,0.0
CHIH,0.0,0.0,1.0,0.0,0.0,0.0
CHIN,0.0175,0.0,0.9649,0.0,0.0,0.0175
CHING,0.0323,0.0,0.9677,0.0,0.0,0.0
CHINH,0.0164,0.0,0.9836,0.0,0.0,0.0
CHIRAG,0.093,0.0,0.8837,0.0,0.0233,0.0
CHITRA,0.129,0.0,0.8387,0.0,0.0323,0.0
CHLOE,0.8095,0.0476,0.0952,0.0,0.0,0.0476
CHONG,0.0823,0.0063,0.8861,0.0,0.0127,0.0127
CHRIS,0.9168,0.016,0.0428,0.0012,0.0012,0.022
CHRISTA,0.9813,0.0107,0.0,0.0,0.0,0.008
CHRISTAL,0.6944,0.2778,0.0278,0.0,0.0,0.0
CHRISTEL,0.9038,0.0577,0.0,0.0,0.0192,0.0192
CHRISTEN,0.9792,0.0208,0.0,0.0,0.0,0.0
CHRISTI,0.9652,0.0,0.0154,0.0039,0.0,0.0154
CHRISTIAN,0.8506,0.0183,0.0197,0.0007,0.0027,0.1079
CHRISTIANA,0.76,0.24,0.0,0.0,0.0,0.0
CHRISTIANE,0.9531,0.0,0.0,0.0,0.0,0.0469
CHRISTIANNE,1.0,0.0,0.0,0.0,0.0,0.0
CHRISTIE,0.9326,0.0243,0.0206,0.0,0.0,0.0225
CHRISTIN,0.9773,0.0,0.0114,0.0,0.0,0.0114
CHRISTINA,0.8852,0.0177,0.0295,0.0026,0.0014,0.0635
CHRISTINE,0.9344,0.0139,0.031,0.0006,0.0011,0.019
CHRISTOPH,0.9737,0.0,0.0263,0.0,0.0,0.0
CHRISTOPHE,0.9825,0.0,0.0175,0.0,0.0,0.0
CHRISTOPHER,0.9454,0.02,0.014,0.0012,0.0014,0.0179
CHRISTOS,0.9839,0.0,0.0,0.0,0.0,0.0161
CHRISTY,0.9465,0.0115,0.0267,0.0,0.0029,0.0124
CHRYSTAL,0.7802,0.1429,0.044,0.0,0.011,0.022
CHU,0.0645,0.0,0.9355,0.0,0.0,0.0
CHUAN,0.0312,0.0,0.9688,0.0,0.0,0.0
CHUCK,0.8,0.0087,0.1739,0.0,0.0087,0.0087
CHUN,0.0263,0.0,0.9671,0.0,0.0,0.0066
CHUNG,0.0186,0.0062,0.9752,0.0,0.0,0.0
CHUONG,0.0274,0.0,0.9726,0.0,0.0,0.0
CINDA,0.8571,0.0536,0.0357,0.0,0.0,0.0536
CINDEE,1.0,0.0,0.0,0.0,0.0,0.0
CINDI,0.9583,0.0,0.0167,0.0,0.0,0.025
CINDY,0.8975,0.0085,0.0591,0.0011,0.0004,0.0334
CIPRIANO,0.0698,0.0,0.093,0.0,0.0,0.8372
CIRILO,0.0333,0.0,0.2,0.0,0.0,0.7667
CIRO,0.4839,0.0,0.0323,0.0,0.0,0.4839
CLAIR,0.961,0.026,0.013,0.0,0.0,0.0
CLAIRE,0.9414,0.0169,0.03,0.0,0.0013,0.0104
CLARA,0.6023,0.1488,0.0465,0.0,0.0,0.2023
CLARE,0.9449,0.0127,0.0254,0.0,0.0042,0.0127
CLARENCE,0.6713,0.2746,0.0444,0.0028,0.0028,0.0042
CLARICE,0.7442,0.1395,0.0814,0.0116,0.0,0.0233
CLARISSA,0.6496,0.1111,0.0684,0.0,0.0086,0.1624
CLARK,0.9278,0.0309,0.0258,0.0,0.0077,0.0077
CLARKE,0.9512,0.0,0.0488,0.0,0.0,0.0
CLAUDE,0.8537,0.1274,0.0027,0.0027,0.0,0.0136
CLAUDETTE,0.659,0.2948,0.0231,0.0,0.0058,0.0173
CLAUDIA,0.6405,0.037,0.0102,0.0019,0.0026,0.3078
CLAUDINE,0.8333,0.098,0.0196,0.0,0.0098,0.0392
CLAUDIO,0.4538,0.0077,0.0077,0.0,0.0,0.5308
CLAUS,1.0,0.0,0.0,0.0,0.0,0.0
CLAY,0.9703,0.0132,0.0132,0.0,0.0033,0.0
CLAYTON,0.9361,0.0269,0.0269,0.0034,0.0034,0.0034
CLEMENT,0.5752,0.2124,0.1858,0.0,0.0,0.0266
CLEMENTE,0.1803,0.0164,0.1148,0.0,0.0,0.6885
CLEO,0.6,0.2714,0.0571,0.0,0.0,0.0714
CLEVE,1.0,0.0,0.0,0.0,0.0,0.0
CLEVELAND,0.3721,0.6046,0.0233,0.0,0.0,0.0
CLIFF,0.8475,0.0593,0.0847,0.0,0.0,0.0085
CLIFFORD,0.9056,0.0578,0.0332,0.0008,0.0,0.0026
CLIFTON,0.7493,0.2075,0.023,0.0029,0.0086,0.0086
CLINT,0.9423,0.0137,0.0275,0.0028,0.0028,0.011
CLINTON,0.8822,0.0922,0.0181,0.0,0.0015,0.006
CLIVE,0.7544,0.193,0.0351,0.0,0.0,0.0175
CLYDE,0.8323,0.118,0.0331,0.0041,0.0021,0.0104
COBY,0.9667,0.0,0.0,0.0333,0.0,0.0
CODY,0.9678,0.0121,0.0101,0.002,0.002,0.006
COLBY,0.983,0.0085,0.0085,0.0,0.0,0.0
COLE,0.9496,0.036,0.0,0.0,0.0072,0.0072
COLEEN,0.943,0.0259,0.0155,0.0052,0.0,0.0104
COLEMAN,0.9268,0.0732,0.0,0.0,0.0,0.0
COLETTE,0.9094,0.0748,0.0079,0.0,0.0039,0.0039
COLIN,0.9446,0.0301,0.0206,0.0,0.0016,0.0032
COLLEEN,0.9779,0.0071,0.0067,0.002,0.0004,0.0059
COLLETTE,0.939,0.0366,0.0244,0.0,0.0,0.0
COLLIN,0.9084,0.0458,0.0305,0.0,0.0,0.0153
COLM,1.0,0.0,0.0,0.0,0.0,0.0
COLT,1.0,0.0,0.0,0.0,0.0,0.0
COLTON,1.0,0.0,0.0,0.0,0.0,0.0
CONCEPCION,0.072,0.0,0.136,0.0,0.0,0.792
CONCETTA,0.9667,0.0222,0.0,0.0,0.0,0.0111
CONNIE,0.8998,0.0201,0.0458,0.0012,0.0008,0.0324
CONOR,1.0,0.0,0.0,0.0,0.0,0.0
CONRAD,0.7841,0.0833,0.0644,0.0076,0.0038,0.0568
CONRADO,0.0833,0.0,0.5,0.0,0.0,0.4167
CONSTANCE,0.9181,0.0598,0.0087,0.0016,0.0016,0.0102
CONSTANTIN,0.9333,0.0,0.0667,0.0,0.0,0.0
CONSTANTINE,0.98,0.01,0.01,0.0,0.0,0.0
CONSTANTINO,0.3333,0.0,0.1795,0.0,0.0,0.4872
CONSUELO,0.1429,0.0165,0.0824,0.0,0.0,0.7582
CORA,0.6228,0.2455,0.0659,0.0,0.018,0.0479
CORAL,0.8628,0.0588,0.0196,0.0,0.0,0.0588
CORAZON,0.1158,0.0,0.7263,0.0,0.0,0.1579
CORBETT,1.0,0.0,0.0,0.0,0.0,0.0
CORBIN,0.9688,0.0312,0.0,0.0,0.0,0.0
CORDELIA,0.4865,0.2703,0.027,0.027,0.0,0.1892
CORDELL,0.697,0.2727,0.0303,0.0,0.0,0.0
COREY,0.8942,0.0819,0.0129,0.0028,0.0037,0.0046
CORI,0.9484,0.0206,0.0103,0.0,0.0,0.0206
CORIE,0.8667,0.0667,0.0333,0.0,0.0,0.0333
CORINA,0.6,0.0174,0.0261,0.0,0.0,0.3565
CORINE,0.5556,0.3333,0.0278,0.0,0.0,0.0833
CORINNA,0.8594,0.0156,0.0156,0.0,0.0,0.1094
CORINNE,0.9406,0.0155,0.0258,0.0,0.0,0.0181
CORNELIA,0.7969,0.1641,0.0156,0.0,0.0,0.0234
CORNELIO,0.1333,0.0,0.2333,0.0,0.0333,0.6
CORNELIUS,0.6861,0.292,0.0073,0.0,0.0,0.0146
CORNELL,0.2703,0.6486,0.0,0.0,0.027,0.054
CORRIE,0.9444,0.0,0.0,0.0,0.0139,0.0417
CORRIN,1.0,0.0,0.0,0.0,0.0,0.0
CORRINE,0.8788,0.053,0.0151,0.0,0.0,0.053
CORT,1.0,0.0,0.0,0.0,0.0,0.0
CORTNEY,0.9222,0.0556,0.0,0.0111,0.0,0.0111
CORY,0.9457,0.0282,0.0178,0.001,0.001,0.0063
COSMO,1.0,0.0,0.0,0.0,0.0,0.0
COURTENAY,1.0,0.0,0.0,0.0,0.0,0.0
COURTNEY,0.9297,0.0562,0.0083,0.0016,0.0033,0.0008
COY,0.9024,0.0488,0.0488,0.0,0.0,0.0
CRAIG,0.963,0.0215,0.0103,0.0002,0.0013,0.0037
CREIGHTON,0.8529,0.0,0.1471,0.0,0.0,0.0
CRIS,0.8936,0.0,0.1064,0.0,0.0,0.0
CRISPIN,0.3095,0.0476,0.2143,0.0,0.0,0.4286
CRISTA,1.0,0.0,0.0,0.0,0.0,0.0
CRISTEN,0.9688,0.0312,0.0,0.0,0.0,0.0
CRISTI,0.9268,0.0,0.0,0.0,0.0,0.0732
CRISTIAN,0.5321,0.0,0.0092,0.0,0.0,0.4587
CRISTIE,0.9677,0.0,0.0,0.0323,0.0,0.0
CRISTIN,1.0,0.0,0.0,0.0,0.0,0.0
